_ID, TimeSt,Country,Province,City,Latitude,Longitude
4815085,2017-06-21 19:20:23.157,CA,AB,Sherwood Park,53.52630,-113.28700
4815153,2017-06-21 01:20:24.907,CA,AB,Sherwood Park,53.55600,-113.29520
4815169,2017-06-21 21:20:25.830,CA,ON,Toronto,43.64794,-79.38373
4815257,2017-06-21 10:20:26.023,CA,ON,Ottawa,45.32440,-75.60480
4815353,2017-06-21 21:20:25.830,CA,ON,Toronto,43.64794,-79.38373
4815429,2017-06-21 05:20:26.683,CA,AB,Edmonton,53.51290,-113.62300
4815459,2017-06-21 17:20:26.790,CA,AB,Calgary,50.88890,-113.99100
4815495,2017-06-21 18:20:27.210,CA,ON,Oshawa,43.93660,-78.82916
4815585,2017-06-21 05:20:23.523,CA,AB,Ardrossan,53.52710,-113.10700
4815646,2017-06-21 19:20:23.820,CA,MB,Winnipeg,49.89303,-97.25923
4815674,2017-06-21 12:20:24.787,CA,BC,Abbotsford,49.05041,-122.32851
4815765,2017-06-21 16:20:25.293,CA,AB,Calgary,51.08290,-114.09500
4815778,2017-06-21 03:20:25.833,CA,AB,Calgary,51.08290,-114.09500
4815794,2017-06-21 14:20:26.403,CA,ON,Ottawa,44.90090,-76.61735
4815818,2017-06-21 01:20:26.457,CA,AB,Calgary,51.11116,-113.94606
4815841,2017-06-21 00:20:26.590,CA,AB,Calgary,50.92575,-113.96180
4815877,2017-06-21 21:20:26.630,CA,AB,Calgary,51.04410,-114.16800
4815939,2017-06-21 21:20:26.833,CA,AB,Edmonton,53.58700,-113.44100
4815961,2017-06-21 17:20:26.940,CA,AB,Calgary,51.13870,-114.20150
4815984,2017-06-21 02:20:27.310,CA,ON,Barrie,44.41441,-79.71049
4816041,2017-06-21 04:20:27.433,CA,QC,Québec,46.84660,-71.34350
4816090,2017-06-21 12:20:26.427,CA,AB,Red Deer,52.30190,-113.83200
4816174,2017-06-21 13:20:26.723,CA,AB,Calgary,50.95738,-114.22057
4816177,2017-06-21 17:20:26.737,CA,QC,Montréal,45.49340,-73.58370
4816244,2017-06-21 16:20:26.807,CA,AB,Calgary,50.88510,-114.07600
4816316,2017-06-21 13:20:26.723,CA,AB,Calgary,50.95738,-114.22057
4816378,2017-06-21 09:20:27.380,CA,AB,Banff,51.17660,-115.57200
4816424,2017-06-21 16:20:27.517,CA,AB,Edmonton,53.44870,-113.40200
4816490,2017-06-21 15:20:25.567,CA,QC,Châteauguay,45.34920,-73.73530
4816508,2017-06-21 20:20:26.377,CA,ON,Saint Catharines,43.15930,-79.26150
4816552,2017-06-21 10:20:26.410,CA,AB,Airdrie,51.28890,-114.01500
4816649,2017-06-21 21:20:26.520,CA,AB,Edmonton,53.42490,-113.59500
4816711,2017-06-21 17:20:26.707,CA,AB,Edmonton,53.51290,-113.62300
4816720,2017-06-21 10:20:26.750,CA,AB,Edmonton,53.62400,-113.44100
4816796,2017-06-21 12:20:26.913,CA,AB,Edmonton,53.59256,-113.46666
4816876,2017-06-21 16:20:27.317,CA,ON,Brampton,43.73400,-79.73391
4816884,2017-06-21 13:20:27.397,CA,ON,Thorold,43.11820,-79.20750
4816924,2017-06-21 09:20:29.283,CA,AB,Calgary,51.12600,-114.24390
4816943,2017-06-21 17:20:29.587,CA,AB,Edmonton,53.42936,-113.42382
4817042,2017-06-21 16:20:27.220,CA,ON,Thunder Bay,48.37380,-89.27790
4817077,2017-06-21 08:20:27.240,CA,ON,Brampton,43.68400,-79.77160
4817111,2017-06-21 16:20:27.220,CA,ON,Thunder Bay,48.37380,-89.27790
4817188,2017-06-21 02:20:28.937,CA,AB,Calgary,51.12290,-114.18900
4817239,2017-06-21 21:20:30.983,CA,SK,Regina,50.43300,-104.59400
4817254,2017-06-21 18:20:27.240,CA,AB,Nose Creek,54.81735,-119.16977
4817293,2017-06-21 08:20:27.413,CA,ON,Mississauga,44.50900,-79.62100
4817306,2017-06-21 14:20:28.623,CA,AB,Edmonton,53.54955,-113.69540
4817405,2017-06-21 16:20:29.193,CA,AB,Edmonton,53.44217,-113.44520
4817471,2017-06-21 16:20:29.920,CA,AB,Edmonton,53.51780,-113.55200
4817538,2017-06-21 09:20:31.077,CA,SK,Regina,50.43300,-104.59400
4817572,2017-06-21 17:20:28.283,CA,AB,Edmonton,53.44870,-113.40200
4817661,2017-06-21 15:20:28.980,CA,AB,Calgary,51.12290,-114.18900
4817688,2017-06-21 22:20:29.490,CA,BC,Nanaimo,49.17344,-123.94344
4817695,2017-06-21 15:20:29.993,CA,ON,Cambridge,43.39859,-80.36317
4817712,2017-06-21 20:20:32.170,CA,BC,Burnaby,49.24534,-122.89652
4817768,2017-06-21 20:20:29.843,CA,BC,Surrey,49.12787,-122.70011
4817815,2017-06-21 13:20:30.867,CA,AB,Beaumont,53.36362,-113.43823
4817886,2017-06-21 15:20:31.380,CA,ON,London,43.00633,-81.16663
4817944,2017-06-21 14:20:32.747,CA,BC,Vancouver,49.24045,-123.09886
4818041,2017-06-21 16:20:33.567,CA,AB,Edmonton,53.45670,-113.58010
4818079,2017-06-21 09:20:34.023,CA,ON,York,43.70300,-79.51200
4818106,2017-06-21 05:20:34.733,CA,QC,Montréal,45.55510,-73.53860
4818146,2017-06-21 03:20:32.493,CA,AB,Edmonton,53.56869,-113.63854
4818236,2017-06-21 00:20:33.400,CA,ON,Scarborough,43.83150,-79.25990
4818271,2017-06-21 13:20:34.677,CA,ON,Kitchener,43.41340,-80.49600
4818361,2017-06-21 00:20:34.260,CA,QC,Montreal,45.49757,-73.65235
4818440,2017-06-21 21:20:35.843,CA,ON,Toronto,43.66948,-79.38026
4818500,2017-06-21 16:20:33.497,CA,MB,Winnipeg,49.94290,-97.16510
4818535,2017-06-21 13:20:34.377,CA,ON,Brampton,43.77960,-79.76810
4818602,2017-06-21 21:20:34.660,CA,AB,Vermilion,53.36917,-110.80908
4818605,2017-06-21 16:20:33.497,CA,MB,Winnipeg,49.94290,-97.16510
4818633,2017-06-21 17:20:37.007,CA,BC,Winfield,50.00778,-119.41927
4818653,2017-06-21 15:20:38.400,CA,AB,Calgary,51.11880,-113.94710
4818717,2017-06-21 09:20:33.710,CA,AB,Edmonton,53.45010,-113.46100
4818806,2017-06-21 17:20:36.160,CA,ON,Mississauga,43.69106,-79.62726
4818836,2017-06-21 05:20:36.200,CA,ON,Petrolia,42.88485,-82.47829
4818900,2017-06-21 14:20:36.040,CA,ON,Petrolia,42.88485,-82.47829
4818919,2017-06-21 12:20:36.420,CA,QC,Montréal,45.60430,-73.51780
4818941,2017-06-21 21:20:34.660,CA,AB,Vermilion,53.36917,-110.80908
4818944,2017-06-21 11:20:38.237,CA,AB,Calgary,51.13870,-114.20150
4818950,2017-06-21 06:20:39.610,CA,AB,Calgary,50.96320,-114.08200
4819041,2017-06-21 05:20:36.200,CA,ON,Petrolia,42.88485,-82.47829
4819069,2017-06-21 15:20:39.180,CA,MB,Brandon,49.86920,-99.94270
4819146,2017-06-21 22:20:41.443,CA,ON,Brantford,43.08398,-80.17571
4819198,2017-06-21 07:20:41.870,CA,ON,Toronto,43.64640,-79.39446
4819212,2017-06-21 15:20:39.180,CA,MB,Brandon,49.86920,-99.94270
4819226,2017-06-21 10:20:40.200,CA,ON,North York,43.78100,-79.34830
4819314,2017-06-21 17:20:41.200,CA,AB,Calgary,51.12640,-114.14190
4819320,2017-06-21 20:20:41.577,CA,ON,Oakville,43.49240,-79.71360
4819415,2017-06-21 16:20:41.843,CA,AB,Edmonton,53.46710,-113.45189
4819470,2017-06-21 06:20:41.950,CA,AB,Sherwood Park,53.52630,-113.28700
4819481,2017-06-21 00:20:42.017,CA,AB,Edmonton,53.42490,-113.59500
4819494,2017-06-21 15:20:42.130,CA,AB,Edmonton,53.43980,-113.53741
4819585,2017-06-21 08:20:42.623,CA,MB,Winnipeg,49.89300,-97.00100
4819586,2017-06-21 19:20:39.273,CA,AB,Fort Mcmurray,56.73770,-111.43800
4819683,2017-06-21 04:20:41.083,CA,ON,North York,43.76770,-79.41260
4819725,2017-06-21 05:20:41.530,CA,ON,Sudbury,46.52130,-80.94700
4819770,2017-06-21 04:20:41.083,CA,ON,North York,43.76770,-79.41260
4819868,2017-06-21 01:20:42.110,CA,AB,Edmonton,53.51050,-113.37000
4819911,2017-06-21 03:20:39.247,CA,AB,Sherwood Park,53.52321,-113.29501
4819913,2017-06-21 03:20:41.533,CA,AB,Edmonton,53.55160,-113.53200
4820000,2017-06-21 06:20:41.717,CA,AB,Calgary,51.06300,-113.88900
4820022,2017-06-21 00:20:42.113,CA,AB,Edmonton,53.60113,-113.44117
4820036,2017-06-21 10:20:42.350,CA,AB,Edmonton,53.43980,-113.53741
4820124,2017-06-21 03:20:41.533,CA,AB,Edmonton,53.55160,-113.53200
4820129,2017-06-21 12:20:42.523,CA,AB,Fort Mackay,57.29932,-111.50604
4820139,2017-06-21 03:20:42.857,CA,QC,Trois-Rivières,46.35570,-72.55544
4820161,2017-06-21 03:20:43.110,CA,AB,Edmonton,53.45640,-113.52100
4820179,2017-06-21 07:20:43.523,CA,QC,Saint-Hubert,45.41600,-73.00710
4820272,2017-06-21 15:20:43.647,CA,AB,Fort Mcmurray,56.75676,-111.45513
4820331,2017-06-21 14:20:44.543,CA,AB,Calgary,51.04940,-113.95640
4820367,2017-06-21 10:20:42.500,CA,ON,Brampton,43.69400,-79.81606
4820421,2017-06-21 19:20:42.677,CA,QC,Québec,46.79601,-71.25098
4820509,2017-06-21 09:20:43.460,CA,ON,Milton,43.51520,-79.88020
4820577,2017-06-21 05:20:43.610,CA,QC,Sainte-Thérèse,45.63780,-73.84140
4820632,2017-06-21 16:20:45.190,CA,QC,Mirabel,45.71160,-74.08840
4820678,2017-06-21 02:20:45.610,CA,QC,Laval,45.60500,-73.77980
4820763,2017-06-21 14:20:45.610,CA,QC,Laval,45.60500,-73.77980
4820845,2017-06-21 01:20:45.657,CA,AB,Edmonton,53.53796,-113.58374
4820937,2017-06-21 01:20:46.800,CA,AB,Fort Mcmurray,56.73770,-111.43800
4821017,2017-06-21 20:20:47.883,CA,ON,Kitchener,43.44957,-80.47364
4821024,2017-06-21 01:20:45.657,CA,AB,Edmonton,53.53796,-113.58374
4821117,2017-06-21 19:20:42.727,CA,ON,York,43.70300,-79.51200
4821185,2017-06-21 12:20:43.240,CA,ON,Milton,43.51520,-79.88020
4821187,2017-06-21 10:20:43.930,CA,ON,Mississauga,43.52960,-79.66300
4821279,2017-06-21 19:20:42.727,CA,ON,York,43.70300,-79.51200
4821366,2017-06-21 06:20:44.207,CA,ON,Mississauga,43.52960,-79.66300
4821392,2017-06-21 14:20:46.663,CA,AB,Edmonton,53.45670,-113.58010
4821445,2017-06-21 02:20:48.880,CA,ON,Oakville,43.48810,-79.70980
4821492,2017-06-21 21:20:49.423,CA,BC,Abbotsford,49.05041,-122.32851
4821552,2017-06-21 17:20:46.740,CA,AB,Fort Mcmurray,56.73770,-111.43800
4821649,2017-06-21 02:20:48.880,CA,ON,Oakville,43.48810,-79.70980
4821737,2017-06-21 18:20:48.137,CA,AB,Sherwood Park,53.52800,-113.25120
4821769,2017-06-21 13:20:48.627,CA,AB,Edmonton,53.55000,-113.50000
4821810,2017-06-21 07:20:48.877,CA,ON,Oakville,43.48810,-79.70980
4821849,2017-06-21 18:20:48.983,CA,AB,Edmonton,53.53875,-113.51918
4821880,2017-06-21 18:20:50.370,CA,QC,Laval,45.56100,-73.68090
4821974,2017-06-21 01:20:50.770,CA,AB,Fort Macleod,49.72982,-113.26680
4821998,2017-06-21 20:20:49.943,CA,ON,Ajax,43.87310,-79.04257
4822068,2017-06-21 01:20:50.770,CA,AB,Fort Macleod,49.72982,-113.26680
4822069,2017-06-21 22:20:48.630,CA,AB,Edmonton,53.51290,-113.62300
4822083,2017-06-21 08:20:52.973,CA,AB,Cochrane,51.18150,-114.46800
4822159,2017-06-21 06:20:53.290,CA,AB,Calgary,51.02420,-114.10040
4822188,2017-06-21 00:20:53.730,CA,AB,Wetaskiwin,53.08274,-114.12446
4822238,2017-06-21 21:20:52.417,CA,BC,Surrey,49.20686,-122.83945
4822266,2017-06-21 17:20:50.897,CA,MB,Winnipeg,49.92454,-97.20577
4822277,2017-06-21 06:20:53.003,CA,SK,Regina,50.56521,-104.15489
4822305,2017-06-21 03:20:56.633,CA,MB,Winnipeg,49.83784,-97.08087
4822399,2017-06-21 07:20:53.900,CA,BC,108 Mile Ranch,51.73948,-121.33789
4822403,2017-06-21 06:20:53.003,CA,SK,Regina,50.56521,-104.15489
4822408,2017-06-21 14:20:54.420,CA,ON,Windsor,42.29490,-83.05200
4822443,2017-06-21 07:20:55.720,CA,ON,Toronto,43.67200,-79.37910
4822526,2017-06-21 04:20:56.423,CA,AB,Sherwood Park,53.53980,-113.28300
4822594,2017-06-21 12:20:56.667,CA,AB,Calgary,51.04377,-113.97545
4822603,2017-06-21 04:20:56.423,CA,AB,Sherwood Park,53.53980,-113.28300
4822679,2017-06-21 20:20:56.763,CA,NS,Halifax,44.67010,-63.60360
4822772,2017-06-21 15:20:57.237,CA,QC,Saint-Hubert,45.41600,-73.00710
4822819,2017-06-21 02:20:57.777,CA,ON,Etobicoke,43.72217,-79.67534
4822861,2017-06-21 09:20:57.843,CA,ON,Markham,43.87700,-79.25780
4822892,2017-06-21 19:20:56.700,CA,AB,Edmonton,53.62394,-113.47079
4822918,2017-06-21 00:20:56.880,CA,AB,Calgary,51.04190,-114.06100
4822954,2017-06-21 19:20:57.047,CA,AB,Edmonton,53.55150,-113.49200
4822992,2017-06-21 01:20:57.107,CA,AB,Edmonton,53.45790,-113.41200
4823050,2017-06-21 00:20:57.587,CA,QC,Gatineau,45.47600,-75.67860
4823135,2017-06-21 06:20:58.217,CA,AB,Calgary,51.04787,-114.18390
4823220,2017-06-21 03:20:56.683,CA,AB,Calgary,50.95812,-114.10430
4823272,2017-06-21 06:20:58.217,CA,AB,Calgary,51.04787,-114.18390
4823301,2017-06-21 09:20:57.097,CA,AB,Edmonton,53.59255,-113.49200
4823336,2017-06-21 08:20:57.280,CA,SK,North Battleford,52.75755,-108.26953
4823433,2017-06-21 19:20:57.647,CA,ON,Toronto,43.64365,-79.41950
4823448,2017-06-21 12:20:58.313,CA,BC,Vancouver,49.26287,-123.12832
4823543,2017-06-21 12:20:58.713,CA,MB,Winnipeg,49.92454,-97.20577
4823599,2017-06-21 16:20:59.863,CA,BC,Mackenzie,55.29030,-123.15936
4823688,2017-06-21 08:20:56.660,CA,AB,Edmonton,53.46530,-113.38500
4823714,2017-06-21 01:20:56.950,CA,AB,Calgary,51.04190,-114.06100
4823736,2017-06-21 01:20:57.163,CA,AB,Edmonton,53.51850,-113.65790
4823797,2017-06-21 22:20:57.730,CA,QC,Sherbrooke,45.39460,-71.89820
4823824,2017-06-21 03:20:58.270,CA,AB,Calgary,51.08108,-114.06459
4823866,2017-06-21 22:20:57.730,CA,QC,Sherbrooke,45.39460,-71.89820
4823922,2017-06-21 10:20:57.177,CA,AB,Edmonton,53.55000,-113.50000
4823968,2017-06-21 03:20:57.720,CA,ON,Oshawa,43.94273,-78.89899
4824066,2017-06-21 13:20:57.780,CA,ON,Brampton,43.71062,-79.74375
4824161,2017-06-21 21:20:58.940,CA,BC,Delta,49.09538,-122.93645
4824240,2017-06-21 18:20:59.647,CA,AB,Edmonton,53.51920,-113.58110
4824273,2017-06-21 07:20:58.427,CA,ON,Mississauga,43.52960,-79.66300
4824341,2017-06-21 21:20:58.940,CA,BC,Delta,49.09538,-122.93645
4824438,2017-06-21 18:20:58.677,CA,ON,Mississauga,43.52960,-79.66300
4824441,2017-06-21 00:20:59.450,CA,BC,Mackenzie,55.29030,-123.15936
4824531,2017-06-21 01:20:59.727,CA,QC,Laval,45.54228,-73.76687
4824574,2017-06-21 18:20:59.647,CA,AB,Edmonton,53.51920,-113.58110
4824672,2017-06-21 00:21:00.180,CA,NB,Oromocto,45.84470,-66.48120
4824694,2017-06-21 03:21:03.893,CA,ON,Burlington,43.39277,-79.78853
4824721,2017-06-21 00:20:59.450,CA,BC,Mackenzie,55.29030,-123.15936
4824763,2017-06-21 15:21:04.063,CA,ON,Mississauga,43.59274,-79.71183
4824821,2017-06-21 19:21:03.743,CA,AB,Edmonton,53.44217,-113.44521
4824915,2017-06-21 14:21:03.767,CA,AB,Edmonton,53.54360,-113.55740
4824986,2017-06-21 03:21:03.867,CA,ON,Saint Catharines,43.15930,-79.26150
4824989,2017-06-21 15:21:03.920,CA,ON,Saint Catharines,43.15930,-79.26150
4825034,2017-06-21 17:21:04.990,CA,AB,Edmonton,53.51810,-113.57970
4825035,2017-06-21 19:21:07.177,CA,QC,Saint-Hubert,45.41600,-73.00710
4825116,2017-06-21 19:21:03.840,CA,ON,Toronto,43.64590,-79.38570
4825171,2017-06-21 04:21:03.917,CA,ON,Toronto,43.65870,-79.38360
4825241,2017-06-21 08:21:03.923,CA,ON,Toronto,43.67810,-79.29540
4825260,2017-06-21 16:21:04.037,CA,ON,Toronto,43.67960,-79.43430
4825319,2017-06-21 19:21:07.230,CA,AB,Edmonton,53.44217,-113.44521
4825359,2017-06-21 21:21:08.400,CA,QC,Saint-Laurent,45.50376,-73.68476
4825451,2017-06-21 04:21:03.830,CA,ON,Kitchener,43.43810,-80.50990
4825503,2017-06-21 00:21:03.943,CA,ON,Ottawa,45.41980,-75.70400
4825525,2017-06-21 03:21:05.930,CA,AB,Edmonton,53.45640,-113.52100
4825532,2017-06-21 09:21:06.957,CA,AB,Edmonton,53.59728,-113.43922
4825602,2017-06-21 14:21:03.800,CA,AB,Edmonton,53.41040,-113.51700
4825653,2017-06-21 20:21:03.827,CA,ON,Toronto,43.75370,-79.26590
4825683,2017-06-21 14:21:03.800,CA,AB,Edmonton,53.41040,-113.51700
4825750,2017-06-21 02:21:03.867,CA,ON,Mississauga,43.64030,-79.70420
4825836,2017-06-21 20:21:03.900,CA,ON,Ottawa,45.40190,-75.75130
4825876,2017-06-21 21:21:03.910,CA,ON,Etobicoke,43.68790,-79.55700
4825920,2017-06-21 02:21:03.867,CA,ON,Mississauga,43.64030,-79.70420
4825949,2017-06-21 06:21:03.947,CA,BC,Vancouver,49.27650,-123.12155
4825979,2017-06-21 04:21:04.030,CA,ON,Toronto,43.67810,-79.29540
4826033,2017-06-21 17:21:05.163,CA,ON,Toronto,43.63860,-79.43707
4826040,2017-06-21 04:21:04.030,CA,ON,Toronto,43.67810,-79.29540
4826108,2017-06-21 13:21:06.977,CA,AB,Edmonton,53.59728,-113.43922
4826138,2017-06-21 10:21:11.180,CA,ON,Mississauga,43.57710,-79.63060
4826224,2017-06-21 07:21:07.987,CA,BC,Vancouver,49.26946,-123.10281
4826306,2017-06-21 16:21:08.730,CA,BC,Vancouver,49.23806,-123.11820
4826334,2017-06-21 03:21:11.540,CA,ON,Toronto,43.67350,-79.40300
4826366,2017-06-21 13:21:13.017,CA,ON,Timmins,48.47408,-81.34300
4826458,2017-06-21 17:21:13.050,CA,ON,Windsor,42.29080,-82.98700
4826491,2017-06-21 02:21:13.390,CA,AB,Calgary,51.03810,-114.11800
4826494,2017-06-21 17:21:13.050,CA,ON,Windsor,42.29080,-82.98700
4826584,2017-06-21 22:21:09.430,CA,AB,Sherwood Park,53.52800,-113.25120
4826621,2017-06-21 13:21:12.953,CA,ON,Kitchener,43.46310,-80.44930
4826685,2017-06-21 11:21:13.333,CA,ON,Toronto,43.66820,-79.42090
4826780,2017-06-21 13:21:13.487,CA,QC,Saint-Constant,45.36680,-73.56590
4826796,2017-06-21 00:21:13.790,CA,ON,Mississauga,43.60460,-79.67290
4826809,2017-06-21 03:21:14.077,CA,AB,Calgary,51.02330,-114.07100
4826821,2017-06-21 00:21:10.100,CA,NB,Moncton,46.10330,-64.81500
4826892,2017-06-21 18:21:12.657,CA,NS,Halifax,44.67010,-63.60360
4826920,2017-06-21 05:21:13.047,CA,ON,London,42.93990,-81.27090
4826964,2017-06-21 00:21:10.100,CA,NB,Moncton,46.10330,-64.81500
4827006,2017-06-21 12:21:13.367,CA,AB,Edmonton,53.58500,-113.55260
4827050,2017-06-21 08:21:13.003,CA,ON,Ottawa,45.36170,-75.79050
4827124,2017-06-21 16:21:13.977,CA,AB,Lacombe,52.46740,-113.71200
4827194,2017-06-21 14:21:14.430,CA,ON,North York,43.76770,-79.41260
4827232,2017-06-21 05:21:14.953,CA,AB,Calgary,51.04940,-113.95640
4827246,2017-06-21 13:21:15.590,CA,ON,Toronto,43.63856,-79.43689
4827327,2017-06-21 22:21:16.017,CA,ON,Toronto,43.72640,-79.39780
4827382,2017-06-21 17:21:13.140,CA,AB,Edmonton,53.51290,-113.62300
4827429,2017-06-21 11:21:13.237,CA,QC,Charlemagne,45.76430,-73.50360
4827434,2017-06-21 16:21:13.560,CA,QC,Saint-Constant,45.36680,-73.56590
4827437,2017-06-21 19:21:13.920,CA,QC,Sainte-Thérèse,45.63780,-73.84140
4827464,2017-06-21 18:21:14.463,CA,ON,Toronto,43.72640,-79.39780
4827527,2017-06-21 21:21:15.817,CA,AB,Edmonton,53.54420,-113.49500
4827601,2017-06-21 06:21:16.103,CA,AB,Edmonton,53.42923,-113.42367
4827679,2017-06-21 17:21:13.783,CA,ON,Toronto,43.70280,-79.38770
4827691,2017-06-21 16:21:14.450,CA,QC,Montréal,45.60430,-73.51780
4827778,2017-06-21 04:21:18.640,CA,AB,Edmonton,53.59728,-113.43922
4827875,2017-06-21 15:21:15.630,CA,ON,Toronto,43.75370,-79.26590
4827883,2017-06-21 16:21:18.860,CA,ON,Etobicoke,43.66510,-79.52940
4827942,2017-06-21 09:21:19.093,CA,ON,Toronto,43.69630,-79.41250
4828035,2017-06-21 11:21:19.123,CA,ON,Etobicoke,43.68790,-79.55700
4828051,2017-06-21 10:21:16.103,CA,ON,Toronto,43.72640,-79.39780
4828084,2017-06-21 09:21:17.640,CA,NB,Moncton,46.11830,-64.73380
4828108,2017-06-21 17:21:18.087,CA,ON,Barrie,44.33030,-79.72680
4828111,2017-06-21 03:21:18.910,CA,ON,Toronto,43.66090,-79.39970
4828127,2017-06-21 14:21:18.943,CA,ON,Peterborough,44.29900,-78.31400
4828182,2017-06-21 17:21:18.087,CA,ON,Barrie,44.33030,-79.72680
4828263,2017-06-21 18:21:18.993,CA,AB,Edmonton,53.48290,-113.49900
4828272,2017-06-21 10:21:19.020,CA,ON,Mississauga,44.50900,-79.62100
4828278,2017-06-21 04:21:19.113,CA,ON,Oakville,43.49340,-79.71260
4828324,2017-06-21 12:21:19.163,CA,ON,Scarborough,43.70840,-79.28560
4828393,2017-06-21 17:21:19.190,CA,ON,Toronto,43.69630,-79.41250
4828414,2017-06-21 05:21:18.950,CA,ON,Barrie,44.33030,-79.72680
4828446,2017-06-21 05:21:19.000,CA,ON,Toronto,43.71290,-79.38880
4828480,2017-06-21 12:21:19.163,CA,ON,Scarborough,43.70840,-79.28560
4828534,2017-06-21 06:21:19.157,CA,ON,Toronto,43.68707,-79.39758
4828601,2017-06-21 07:21:19.223,CA,AB,Calgary,51.12640,-114.14190
4828675,2017-06-21 19:21:18.900,CA,ON,Bolton,43.93190,-79.80560
4828711,2017-06-21 00:21:18.953,CA,ON,Burlington,43.33540,-79.85770
4828770,2017-06-21 17:21:22.850,CA,ON,Toronto,43.67098,-79.38710
4828826,2017-06-21 08:21:19.143,CA,ON,Barrie,44.38510,-79.69910
4828888,2017-06-21 04:21:19.173,CA,ON,Toronto,43.69630,-79.41250
4828918,2017-06-21 22:21:19.203,CA,ON,Whitby,43.88730,-78.94220
4828934,2017-06-21 07:21:19.250,CA,ON,Scarborough,43.83150,-79.25990
4829031,2017-06-21 15:21:20.693,CA,AB,Edmonton,53.41540,-113.41780
4829087,2017-06-21 03:21:22.390,CA,ON,Scarborough,43.81276,-79.21310
4829090,2017-06-21 02:21:22.950,CA,AB,Edmonton,53.47821,-113.39114
4829147,2017-06-21 19:21:21.927,CA,ON,Toronto,43.66747,-79.31542
4829154,2017-06-21 18:21:24.673,CA,ON,Oakville,43.44144,-79.73238
4829157,2017-06-21 06:21:24.740,CA,ON,Pembroke,45.82700,-77.11160
4829160,2017-06-21 21:21:24.787,CA,ON,Thunder Bay,48.45270,-89.21620
4829246,2017-06-21 21:21:22.007,CA,AB,Sherwood Park,53.52289,-113.33188
4829295,2017-06-21 11:21:24.770,CA,SK,Regina,50.45480,-104.59500
4829389,2017-06-21 13:21:24.983,CA,ON,Bracebridge,45.04420,-79.12860
4829444,2017-06-21 08:21:25.860,CA,AB,Calgary,51.08108,-114.06459
4829496,2017-06-21 02:21:24.820,CA,ON,Brampton,43.71401,-79.70188
4829578,2017-06-21 22:21:25.010,CA,ON,Barrie,44.40150,-79.67820
4829606,2017-06-21 20:21:27.197,CA,AB,Calgary,51.08108,-114.06459
4829646,2017-06-21 22:21:25.010,CA,ON,Barrie,44.40150,-79.67820
4829674,2017-06-21 22:21:28.330,CA,AB,Calgary,50.91320,-113.93900
4829744,2017-06-21 20:21:24.767,CA,ON,North Bay,46.31060,-79.46150
4829770,2017-06-21 18:21:24.927,CA,ON,North Bay,46.32390,-79.42280
4829829,2017-06-21 22:21:27.650,CA,AB,Calgary,51.08108,-114.06459
4829856,2017-06-21 06:21:28.347,CA,AB,Calgary,50.97220,-114.06200
4829859,2017-06-21 19:21:28.580,CA,ON,North York,43.77860,-79.44240
4829916,2017-06-21 15:21:24.647,CA,SK,Duck Lake,52.83140,-106.23400
4830009,2017-06-21 03:21:28.267,CA,AB,Calgary,50.91600,-113.94890
4830104,2017-06-21 18:21:24.927,CA,ON,North Bay,46.32390,-79.42280
4830171,2017-06-21 16:21:28.810,CA,ON,North York,43.77860,-79.44240
4830201,2017-06-21 17:21:29.240,CA,ON,Barrie,44.33030,-79.72680
4830257,2017-06-21 14:21:25.827,CA,NB,Moncton,46.11830,-64.73380
4830279,2017-06-21 00:21:28.310,CA,AB,Calgary,50.94552,-114.07608
4830301,2017-06-21 03:21:29.200,CA,AB,Beaumont,53.35450,-113.41400
4830323,2017-06-21 21:21:29.267,CA,ON,Burlington,43.38890,-79.76820
4830354,2017-06-21 01:21:29.353,CA,ON,Burlington,43.38890,-79.76820
4830371,2017-06-21 21:21:29.593,CA,BC,Kamloops,50.67480,-120.32900
4830435,2017-06-21 01:21:29.613,CA,ON,Richmond Hill,43.89390,-79.43750
4830514,2017-06-21 18:21:29.483,CA,AB,Edmonton,53.50610,-113.50736
4830572,2017-06-21 10:21:30.390,CA,ON,North York,43.77860,-79.44240
4830663,2017-06-21 20:21:30.250,CA,QC,Greenfield Park,45.48650,-73.46220
4830708,2017-06-21 14:21:31.793,CA,AB,Leduc,53.26680,-113.55200
4830744,2017-06-21 12:21:34.547,CA,AB,Edmonton,53.61465,-113.47319
4830755,2017-06-21 05:21:30.010,CA,ON,Richmond Hill,43.89390,-79.43750
4830793,2017-06-21 09:21:30.950,CA,ON,North York,43.76770,-79.41260
4830892,2017-06-21 10:21:31.667,CA,AB,Calgary,51.12640,-114.14190
4830980,2017-06-21 14:21:31.793,CA,AB,Leduc,53.26680,-113.55200
4831070,2017-06-21 12:21:34.077,CA,AB,Edmonton,53.46530,-113.38600
4831147,2017-06-21 12:21:34.547,CA,AB,Edmonton,53.61465,-113.47319
4831210,2017-06-21 11:21:34.087,CA,ON,Mississauga,43.58730,-79.60760
4831259,2017-06-21 03:21:34.163,CA,ON,Mississauga,43.59105,-79.57278
4831297,2017-06-21 03:21:29.150,CA,ON,Toronto,43.64770,-79.41740
4831316,2017-06-21 00:21:29.590,CA,BC,Kamloops,50.67480,-120.32900
4831357,2017-06-21 03:21:31.247,CA,ON,Toronto,43.67350,-79.40300
4831363,2017-06-21 14:21:32.270,CA,AB,Calgary,50.95810,-114.00200
